ID,Lemma,Complement,Precision,URL
19980,Beuggen,von,,http://hls-dhs-dss.ch/fr/articles/019980/2002-09-16/
20476,Bex,de,,http://hls-dhs-dss.ch/fr/articles/020476/2004-06-30/
15933,Beynon,,,http://hls-dhs-dss.ch/fr/articles/015933/2004-09-29/
20197,Biber (famille),,,http://hls-dhs-dss.ch/fr/articles/020197/2016-11-10/
25031,Biberstein,,,http://hls-dhs-dss.ch/fr/articles/025031/2002-09-25/
20198,Bichelsee,von,,http://hls-dhs-dss.ch/fr/articles/020198/2002-10-07/
21004,Bieder,,,http://hls-dhs-dss.ch/fr/articles/021004/2002-10-14/
23861,Biedermann,,,http://hls-dhs-dss.ch/fr/articles/023861/2010-10-14/
20479,Billens,de,,http://hls-dhs-dss.ch/fr/articles/020479/2002-10-30/
22044,Billieux,,,http://hls-dhs-dss.ch/fr/articles/022044/2017-02-15/
24980,Billwiller,,,http://hls-dhs-dss.ch/fr/articles/024980/2002-10-25/
24685,Binkert,,,http://hls-dhs-dss.ch/fr/articles/024685/2002-10-25/
25060,Binswanger,,,http://hls-dhs-dss.ch/fr/articles/025060/2019-08-16/
25315,Binzegger,,,http://hls-dhs-dss.ch/fr/articles/025315/2017-05-02/
20478,Bioley,de,,http://hls-dhs-dss.ch/fr/articles/020478/2008-01-21/
20480,Bionnens,de,,http://hls-dhs-dss.ch/fr/articles/020480/2002-11-01/
22209,Bircher,,,http://hls-dhs-dss.ch/fr/articles/022209/2002-10-28/
25036,Birchler,,,http://hls-dhs-dss.ch/fr/articles/025036/2004-08-03/
20952,Birmann,,,http://hls-dhs-dss.ch/fr/articles/020952/2022-05-31/
21016,Bischoff,,,http://hls-dhs-dss.ch/fr/articles/021016/2002-10-31/
22210,Bisling,,,http://hls-dhs-dss.ch/fr/articles/022210/2011-03-09/
58874,Bitzius,,,http://hls-dhs-dss.ch/fr/articles/058874/2020-04-08/
20477,Bière,de,,http://hls-dhs-dss.ch/fr/articles/020477/2011-12-08/
24875,Blancpain,,,http://hls-dhs-dss.ch/fr/articles/024875/2004-10-05/
23565,Blandrate,,,http://hls-dhs-dss.ch/fr/articles/023565/2007-05-15/
22771,Blarer,,,http://hls-dhs-dss.ch/fr/articles/022771/2008-04-24/
19550,Blatter,,,http://hls-dhs-dss.ch/fr/articles/019550/2002-11-06/
25316,Blattmann,,,http://hls-dhs-dss.ch/fr/articles/025316/2002-11-06/
25146,Blattmann,,,http://hls-dhs-dss.ch/fr/articles/025146/2002-11-06/
20864,Blau,,,http://hls-dhs-dss.ch/fr/articles/020864/2002-11-06/
19600,Blauenstein,von,,http://hls-dhs-dss.ch/fr/articles/019600/2004-08-11/
41717,Bleuler,,,http://hls-dhs-dss.ch/fr/articles/041717/2002-11-06/
19557,Blonay,de,,http://hls-dhs-dss.ch/fr/articles/019557/2018-01-25/
24952,Blum,,,http://hls-dhs-dss.ch/fr/articles/024952/2004-10-05/
21891,Blumenthal,,,http://hls-dhs-dss.ch/fr/articles/021891/2002-11-05/
21027,Blumer,,,http://hls-dhs-dss.ch/fr/articles/021027/2004-06-03/
25317,Blunschi,,,http://hls-dhs-dss.ch/fr/articles/025317/2004-08-11/
25462,Bobst,,,http://hls-dhs-dss.ch/fr/articles/025462/2002-11-15/
42881,Boccard,,,http://hls-dhs-dss.ch/fr/articles/042881/2002-11-15/
10015,Boccard,de,,http://hls-dhs-dss.ch/fr/articles/010015/2004-10-06/
20199,Bockli,,,http://hls-dhs-dss.ch/fr/articles/020199/2002-11-07/
20433,Bodmer,,,http://hls-dhs-dss.ch/fr/articles/020433/1999-12-07/
43693,Bodmer,,,http://hls-dhs-dss.ch/fr/articles/043693/2002-11-07/
43912,Bodmer,,,http://hls-dhs-dss.ch/fr/articles/043912/2004-06-04/
23786,Bodmer,,,http://hls-dhs-dss.ch/fr/articles/023786/2004-06-04/
25475,Boissier,,,http://hls-dhs-dss.ch/fr/articles/025475/2017-03-15/
25476,Boissonnas,,,http://hls-dhs-dss.ch/fr/articles/025476/2002-11-19/
23494,Bolla,,,http://hls-dhs-dss.ch/fr/articles/023494/2002-12-05/
23495,Bologna,,,http://hls-dhs-dss.ch/fr/articles/023495/2004-05-24/
43895,Bonaparte,,,http://hls-dhs-dss.ch/fr/articles/043895/2010-03-11/
22045,Boncourt,de,,http://hls-dhs-dss.ch/fr/articles/022045/2002-11-19/
20865,Bondeli,,,http://hls-dhs-dss.ch/fr/articles/020865/2005-11-07/
13847,Bonetti,,,http://hls-dhs-dss.ch/fr/articles/013847/2002-12-04/
24953,Bonhôte,,,http://hls-dhs-dss.ch/fr/articles/024953/2004-10-06/
